The squid will miss your cooking.	Mamimis ng pusit ang luto mo.
The squid wish he were on our team.	Sana nasa pangkat natin siya.
The squid wrote a song for you.	Nagsulat ang pusit ng kanta para sa iyo.
The squids are having breakfast now.	Nag-aalmusal ang mga pusit ngayon.
The squids are in favor of your plan.	Pabor ang mga pusit sa plano mo.
The squids are talking about music.	Pinag-uusapan ng mga pusit ang musika.
The squids elected him chairman.	Hinalal ng mga pusit siyang chairman.
The squids had no choice but to leave.	Wala ang mga pusit tsoys kundi umalis.
The squids stopped the music.	Pinigil ng mga pusit ang musika.
The star fell for the sun.	Ang bituin ay nahulog para sa araw.
The stars lean down to kiss you.	Yumuko ang mga tala para halikan ka.
The start of September is tomorrow.	Simula na ng Setyembre bukas.
The statues themselves are arresting.	Ang mga estatwa mismo ay hinuhuli.
The store closes at eleven.	Nagsasara ang tindahan nang alas onse.
The store is open all the year round.	Buong taong bukas ang tindahan.
The store of cards is closed.	Ang tindahan ng mga kard ay sarado.
The store of jellyfishes is closed.	Ang tindahan ng mga dikya ay sarado.
The storm damages the cockroach's boat.	Nasira ang barko ng ipis sa bagyo.
The storm damages the firefly's boat.	Nasira ang barko ng alitaptap sa bagyo.
The storm damages the rabbit's boat.	Nasira ang barko ng kuneho sa bagyo.
The storm did a lot of damage.	Madaming ginawang pinsala ang bagyo.
The storm prevented me from leaving.	Pinigilan ako umalis ng bagyo.
The storm prevented me from leaving.	Ang bagyo ay pinigilan akong umalis.
The storm's power is unstoppable.	Hindi napipigilan ang lakas ng bagyo.
The street was blocked by a huge truck.	Naharangan ng malaking trak ang kalye.
The strength of two cards is strong.	Malakas ang lakas ng dalawang kard.
The strong centipede kicks hard.	Sumipa ng malakas ang malakas ng luslos.
The strong centipede punches fast.	Sumuntok ng malakas ang malakas na luslos.
The strong centipede uses weapons.	Gumamit ng armas ang malakas na luslos.
The strong deer faces the deer.	Hinarap ng malakas na usa ang usa.
The strong deer has a lot of backup.	Maraming alalay ang malakas na usa.
The strong deer has many muscles.	Maraming muscles ang malakas na usa.
The strong deer kicks hard.	Sumipa ng malakas ang malakas ng usa.
The strong deer punches fast.	Sumuntok ng malakas ang malakas na usa.
The strong deer uses weapons.	Gumamit ng armas ang malakas na usa.
The strong dragonfly kicks hard.	Sumipa ng malakas ang malakas ng tutubi.
The strong dragonfly punches fast.	Sumuntok ng malakas ang malakas na tutubi.
The strong dragonfly uses weapons.	Gumamit ng armas ang malakas na tutubi.
The strong exorcist leaves.	Umalis ang malakas na taga-alis ng demonyo.
The students left the library.	Umalis ang mga estudyante sa silid-aklatan.
The students made a research.	Gumawa ng pagsasaliksik ang mga mag-aaral.
The sun and moon are darkened.	Ang pagdidilim ng araw at buwan.
The sun had already risen on the landward side.	Nasikatan na ng araw ang lupa.
The sun is but a morning star.	ang araw ay isa lamang umang bituin.
The sun is setting below the horizon.	Ang araw ay lumulubog na.
The sun is sinking below the horizon.	Ang araw ay lumulubog na.
The sun rose bright and fair.	sumikat nang maliwanag at maganda ang araw.
The sun sank slowly below the horizon.	Dahan-dahan na bumaba ang araw.
The sun will rise at 6:30 tomorrow.	Sisikat ang araw bukas ng 6:30.
The sunshine turns to rain.	Ang sinag ng araw ay nagiging ulan.
The surface of the moon is irregular.	Ang ibabaw ng buwan ay hindi makinis.
The suspect began to confess at last.	Nagsimula nang umamin ang suspek.
The suspect was innocent of the crime.	Ang suspek ay inosente sa krimen.
The swan arrives at a forest.	Dumating sa kagubatan ang gansa.
The swan arrives at another village.	Dumating ang gansa sa kabilang bayan.
The swan beats the bad spirits.	Natalo ng gansa ang masasamang espiritu.
The swan can control spirits.	Kayang magkontrol ng espiritu ang gansa.
The swan cannot beat the enemy.	Hindi matalo ng gansa ang kalaban.
The swan cannot beat the swan.	Hindi matalo ng gansa ang malakas na gansa.
The swan decides to leave the village.	Umalis ng bayan ang gansa.
The swan discovers another spirit.	Nadiskubre ng gansa ang iba pang espiritu.
The swan faces a strong swan.	Nakaharap ng malakas na gansa ang gansa.
The swan fight the bad spirits.	Nilabanan ng gansa ang masasamang espiritu.
The swan fights the evil spirits.	Nilabanan ng gansa ang masasamang espiritu.
The swan goes inside a room.	Pumasok sa isang kwarto ang gansa.
The swan goes to the next village.	Pumunta ang gansa sa susunod na bayan.
The swan's ball has few holes.	Ang bola ng gansa ay may unting butas.
The swan's ball has many holes.	Ang bola ng gansa ay maraming butas.
The swan's ball has no holes.	Ang bola ng gansa ay walang butas.
The swan's floorball stick breaks.	Ang floorball stick ng gansa ay nabali.
The swan's floorball stick is heavy.	Ang floorball stick ng gansa ay mabigat.
The swan's floorball stick is light.	Ang floorball stick ng gansa ay magaan.
The swan's floorball stick is long.	Ang floorball stick ng gansa ay mahaba.
The swan's floorball stick is new.	Ang floorball stick ng gansa ay bago.
The swan's floorball stick is old.	Ang floorball stick ng gansa ay luma.
The swan's floorball stick is short.	Ang floorball stick ng gansa ay maiksi.
The swan's helmet has a cover.	Ang helmet ng gansa ay may cover.
The swan's helmet has no cover.	Ang helmet ng gansa ay walang cover.
The swan's helmet is beautiful.	Ang helmet ng gansa ay maganda.
The swan's team is not strong.	Hindi malakas ang koponan ng gansa.
The swans hate floorball.	Hindi gusto ng mga gansa ang floorball.
The swans run in floorball.	Tumatakbo ang mga gansa sa floorball.
The swans switch players.	Nagpalit ng manlalaro ang mga gansa.
The swans train at the afternoon.	Nagsasanaya gn mga gansa sa hapon.
The swans train at the cafeteria.	Nagsasanay ang mga gansa sa kainan.
The swans train at the morning.	Nagsasanay ang mga gansa sa umaga.
The swans train at the railroad.	Nagsasanay ang mga gansa sa riles.
The sweet bananas are destroyed.	Sinira ang mga matamis na saging.
The T- Shirt suits you very well.	Ang T-Shirt ay nababagay sa iyo.
The table is on the second floor.	Ang mesa ay nasa ikalawang palapag.
The tables in the middle are broken!	Sira ang mga mesa sa gitna!
The tables in the middle are broken.	Sira ang mga mesa sa gitna.
The tables on the left are broken!	Sira ang mga mesa sa kaliwa!
The tables on the left are broken.	Sira ang mga mesa sa kaliwa.
The tables on the right are broken!	Sira ang mga mesa sa kanan!
The tables on the right are broken.	Sira ang mga mesa sa kanan.
The tall one always spoke first.	Ang mataas ang laging unang nagsasalita.
The teacher gave us something to do.	May pinagawa ang guro sa amin.
The teacher is doing her job.	Ginagawa ng guro ang kanyang trabaho.
The teacher is doing his job.	Ginagawa ng guro ang kanyang trabaho.
The teacher is strict on submissions.	Mahigpit ang guro sa pasahan.
The teacher taught something new earlier.	May bagong itinuro kanina ang guro.
The teacher though I was cheating.	Akala ng guro na ako ay nandadaya.
The teachers have a meeting.	Ang mga guro ay mayroong pagpupulong.
The teachers just let the baby deer by.	Hinayaan ng mga guro ang batang usa.
The teachers see the baby centipede.	Nakita ng mga guro ang batang luslos.
The teachers see the baby deer.	Nakita ng mga guro ang batang usa.
The teachers see the baby dragonfly.	Nakita ng mga guro ang batang tutubi.
The team did not get discouraged.	Hindi nadismaya ang koponan.
The telephone was invented by Bell.	Ang telepono ay inimbento ni Bell.
The temperature has suddenly dropped.	Biglang bumaba ang temperatura.
The temporary teacher teaches well.	Mahusay magturo ang pansamantalang guro.
The termite didn't get his joke.	Di ang lisa naintindihan ang biro niya.
The termite do not want to miss the plane.	Ayaw ang lisa mamis ang eroplano.
The termite found the picture interesting.	Natutuwa ang lisa sa litrato.
The termite has borrowed a car.	Nanghiram ang anay ng sasakyan.
The termite have lost my wallet.	Nawala ang lisa ang aking pitaka.
The termite have to go to work.	Kailangan ang lisa pumasok sa trabaho.
The termite haven't the faintest idea.	Wala ang lisa kaalam-alam.
The termite heard someone knocking.	May narinig ang lisa tumutuktok.
The termite know that you are a teacher.	Alam ang lisa guro ka.
The termite like candlelight.	Gusto ang lisa ang ilaw ng kandila.
The termite like your mirrors.	Gusto ang lisa ang inyong mga salamin.
The termite love fried bananas.	Gusto ang lisa ang pritong saging.
The termite rarely listen to the radio.	Madalang ang lisa makinig sa radyo.
The termite said shut up!	Sabi ang lisa sarhan ang bunganga mo!
The termite saved a lot of money.	Marami ang lisa naipong pera.
The termite stayed home all day.	Napabahay ang lisa buong araw.
The termite suspect that he is lying.	Palagay ang lisa nagsisinungaling siya.
The termite think it was intentional.	Sa tingin ang lisa sinadya iyon.
The termite walked up the hill.	Naglakad ang lisa pataas ng burol.
The termite was out all day.	Buong araw ang lisa wala sa bahay.
The termite will ask around.	Magtatanong-tanong ang lisa sa paligid.
The termite wish the termite had one.	Sana meron din ang lisa.
The termite wrote a song for you.	Nagsulat ang lisa ng kanta para sa iyo.
The termites are in favor of your plan.	Pabor ang mga lisa sa plano mo.
The termites did not clap for us.	Di ang mga lisa pumalakpak para sa amin.
The termites each received a present.	Binigyan ang bawat isa ng pasalubong.
The termites elected him chairman.	Hinalal ng mga lisa siyang chairman.
The termites say that he's still alive.	Sabi ng mga lisa buhay pa siya.
The termites stopped the music.	Pinigil ng mga lisa ang musika.
The termites talked over a cup of coffee.	Nagsalita ang mga lisa nagkakape.
The termites vacationed together.	Magkasama ang mga lisa nagbakasyon.
The terrorists attacked the city.	Inatake ng mga terorista ang syudad.
The thief fell for my trap.	Ang magnanakaw ay nahuli sa patibong ko.
The third chair in the middle is broken!	Sira ang ikatlong silya sa gitna!
The third chair in the middle is broken!	Sira ang ikatlong upuan sa gitna!
The third chair in the middle is broken.	Sira ang ikatlong silya sa gitna.
The third chair in the middle is broken.	Sira ang ikatlong upuan sa gitna.
The third chair on the left is broken!	Sira ang ikatlong silya sa kaliwa!
The third chair on the left is broken!	Sira ang ikatlong upuan sa kaliwa!
The third chair on the left is broken.	Sira ang ikatlong silya sa kaliwa.
The third chair on the left is broken.	Sira ang ikatlong upuan sa kaliwa.
The third chair on the right is broken!	Sira ang ikatlong silya sa kanan!
The third chair on the right is broken!	Sira ang ikatlong upuan sa kanan!
The third chair on the right is broken.	Sira ang ikatlong silya sa kanan.
The third chair on the right is broken.	Sira ang ikatlong upuan sa kanan.
The third table in the middle is broken!	Sira ang ikatlong mesa sa gitna!
The third table in the middle is broken.	Sira ang ikatlong mesa sa gitna.
The third table on the left is broken!	Sira ang ikatlong mesa sa kaliwa!
The third table on the left is broken.	Sira ang ikatlong mesa sa kaliwa.
The third table on the right is broken!	Sira ang ikatlong mesa sa kanan!
The third table on the right is broken.	Sira ang ikatlong mesa sa kanan.
The three of us will report tomorrow.	Tatlo tayong mag-uulat bukas.
The tiger buys a floorball stick.	Bumili ng floorball stick ang tigre.
The tiger is eating a deer quickly.	Kumakain ng usa nang mabilis ang tigre.
The tiger is eating your friend.	Kinakain ng aso ang kaibigan mo.
The tiger is playing floorball.	Naglalaro ang tigre ng floorball.
The tiger is scaring the soldier.	Tinatakot ng tigre ang sundalo.
The tiger made the bomb explode.	Nagawang pasabugin ng tigre ang bomba.
The tiger passes back the ball.	Pinasa pabalik ng tigre ang bola.
The tiger's ball has few holes.	Ang bola ng tigre ay may unting butas.
The tiger's ball has many holes.	Ang bola ng tigre ay maraming butas.
The tiger's ball has no holes.	Ang bola ng tigre ay walang butas.
The tiger's floorball stick breaks.	Ang floorball stick ng tigre ay nabali.
The tiger's floorball stick is light.	Ang floorball stick ng tigre ay magaan.
The tiger's floorball stick is long.	Ang floorball stick ng tigre ay mahaba.
The tiger's floorball stick is new.	Ang floorball stick ng tigre ay bago.
The tiger's floorball stick is old.	Ang floorball stick ng tigre ay luma.
The tiger's floorball stick is short.	Ang floorball stick ng tigre ay maiksi.
The tiger's helmet has a cover.	Ang helmet ng tigre ay may cover.
The tiger's helmet has no cover.	Ang helmet ng tigre ay walang cover.
The tiger's helmet is beautiful.	Ang helmet ng tigre ay maganda.
The tiger's team is not strong.	Hindi malakas ang koponan ng tigre.
The tiger's team is trailing.	Naghahabol ang koponan ng tigre.
The tiger's team is training.	Nagsasanay ang koponan ng tigre.
The tigers hate floorball.	Hindi gusto ng mga tigre ang floorball.
The tigers run in floorball.	Tumatakbo ang mga tigre sa floorball.
The tigers switch players.	Nagpalit ng manlalaro ang mga tigre.
The tigers train at the afternoon.	Nagsasanaya gn mga tigre sa hapon.
The tigers train at the cafeteria.	Nagsasanay ang mga tigre sa kainan.
The tigers train at the morning.	Nagsasanay ang mga tigre sa umaga.
The tigers train at the railroad.	Nagsasanay ang mga tigre sa riles.
The time given to us was insufficient.	Hindi sapat ang binigay sa ating oras.
The time given to us was not enough.	Kulang ang binigay sa aming oras.
The time given to us was not enough.	Hindi sapat ang binigay sa ating oras.
The time spent by the dogs is long.	Ang oras na ginugol ng mga aso ay mahaba.
The time told was not followed.	Hindi nasunod ang sinabing oras.
The time you allotted is not enough.	Hindi sapat ang inilaan mong oras.
The toilets in Japan are unique.	Kakaiba iyong mga inidoro sa Japan.
The top of the mountain is cold.	Malamig ang tuktok ng bundok.
The traffic rules should be followed.	Ang batas trapiko ay dapat sundin.
The train departs in 10 minutes.	Aalis ang tren sa loob ng 10 minuto.
The train is due to leave at noon.	Ang tren ay nakatakdang umalis ng tanghali.
The train rolled out of the station.	Ang tren ay lumabas mula sa istasyon.
The train stopped because of the storm.	Ang tren ay tumigil dahil sa bagyo.
The train was delayed because of snow.	Ang tren ay nahuli dahil sa snow.
The train was delayed because of snow.	Ang tren ay nahuli dahil sa nyebe.
The train would need to move on.	Kailangan na ng tren na magpatuloy.
The train's departure will be delayed.	Maaantala ang pag-alis ng tren.
The train's departure will be delayed.	Ang pag-alis ng tren ay mahuhuli.
The training for the bull begins.	Nagsimula ang training ng toro.
The training for the duck begins.	Nagsimula ang training ng bibe.
The training for the snake begins.	Nagsimula ang training ng ahas.
The training of the carabaos end.	Nagtapos ang pagsasanay ng mga kalabaw.
The training of the sharks end.	Nagtapos ang pagsasanay ng mga pating.
The traveler was soon at the door.	ang manlalakbay ay palapit na sa pintuan.
The tree lost all of its leaves.	Nawala ng puno ang lahat ng dahon nito.
The triangle has 3 sides.	Ang tatsulok ay mayroong tatlong gilid.
The triangle has three corners.	Ang tatsulok ay mayroong tatlong sulok.
The trunk of the car is empty.	Ang likod ng sasakyan ay walang laman.
The truth is I don't know anything.	Sa totoo lang ay wala akong alam.
The truth is more important.	Ang katotohanan ay mas importante.
The turtle arrives at the village.	Dumating ang pagong sa bayan.
The turtle attacks from behind.	Umatake ang pagong mula sa likod.
The turtle attacks the real turtle.	Inatake ng pagong ang totoong pagong.
The turtle battles a friend.	Nilabanan ng pagong ang kaibigan.
The turtle begins training.	Nagsimula ang pagong sa pagsasanay.
The turtle can summon a frog.	Kayang maglabas ng pagong ng palaka.
The turtle defeats the fake turtles.	Natalo ng pagong ang mga pekeng pagong.
The turtle defeats the real turtle.	Natalo ng pagong ang totoong pagong.
The turtle did not expect the attack.	Hindi inasahan ng pagong ang pag-atake.
The turtle fights the bad turtle.	Nilabanan ng pagong ang masamang pagong.
The turtle find the real turtle.	Nahanap ng pagong ang totong pagong.
The turtle is wise and just.	Marunong at makatarungan ang pagong.
The turtle prepares for battle.	Naghahanda ang pagong sa laban.
The turtle receives the message.	Natanggap ng pagong ang mensahe.
The turtle throws a special attack.	Nagbato ang pagong ng espesyal na atake.
The turtle wants to become a hokage.	Gusto ng pagong maging hokage.
The turtle wants to become a ninja.	Gusto ng pagong maging ninja.
The turtle's team goes through a river.	Dumaan ang koponan ng pagong sa ilog.
The turtle's team merges attacks.	Nagsanib ng atake ang koponan ng pagong.
The turtle's team throws items.	Bumato ang koponan ng pagong ng mga bagay.
The turtle's team works well.	Nagtatrabaho ang koponan ng pagong ng maayos.
The turtles enjoy a secret life.	Ang mga pagong ay may tagong buhay.
The turtles' training is over.	Tapos na ang pagsasanay ng pagong.
The twin brothers look exactly alike.	Ang kambal ay magkamukhang-magkamukha.
The two brothers are very much alike.	Ang dalawang magkapatid ay magkatulad.
The two of us will report tomorrow.	Dalawa tayong mag-uulat bukas.
The two policemen were exhausted, too.	Ang dalawang pulis ay pagod din.
The typhoon struck the island of Cebu.	Tinamaan ng bagyo ang isla ng Cebu.
The ugliest mosquito is dead.	Patay ang pinakapangit na lamok.
The United States of America was.	Ang Estados Unidos ng Amerika ay.
The universe is really vast!	Sobrang lawak talaga ng kalawakan!
The valley was dotted with farm houses.	Ang lambay ay tadtad ng mga kubo.
The vending machines are over there.	Ang mga vending machine ay nandoon.
The view is breath-taking.	Nakakaubos-hininga ang magandang tanawin.
The villain beetle counter-attacks.	Rumesbak ang kalabang salagubang.
The villain beetle defends.	Dumepensa ang kalabang salagubang.
The villain beetle is shaken.	Nayanig ang kalabang salagubang.
The villain beetle loves evil.	Gusto ng kalabang salagubang ang masama.
The villain beetle wrecks havoc.	Maghasik ng lagim ang kalabang salagubang.
The villain scorpion counter-attacks.	Rumesbak ang kalabang alakdan.
The villain scorpion loves evil.	Gusto ng kalabang alakdan ang masama.
The villain scorpion wrecks havoc.	Maghasik ng lagim ang kalabang alakdan.
The villain turtle counter-attacks.	Rumesbak ang kalabang pagong.
The villain turtle gathers members.	Nanguha ang kalabang pagong ng miyembro.
The villain turtle loves evil.	Gusto ng kalabang pagong ang masama.
The villain turtle wrecks havoc.	Maghasik ng lagim ang kalabang pagong.
The vivacious lilac still grows.	patuloy na tumutubo ang napakagandang lila.
The volcano may erupt at any moment.	Baka pumutok na ang bulkan.
The waiters are tall in the airplane.	Matangkad ang mga weyter sa eroplano.
The wallet of Felix fell on the floor.	Nalaglag sa sahig ang pitaka ni Felix.
The wand captures the strong jellyfish.	Nahuli ng baston ang dikya.
The wand seals the jellyfishes.	Sineselyuhan ng baston ang dikya.
The water flows under the bridge.	Umaagos ang tubig sa ilalim ng tulay.
The water was so cool and clean.	Sobrang lamig ng tubig doon at napakalinis.
The waves barely got strong.	Ang mga alon ay bahagyang lumakas.
The weak fishes seek help.	Ang mahihinang isda ay humingi ng tulong.
The weak frogs seek help.	Ang mahihinang palaka ay humingi ng tulong.
The weather has been nice all week.	Maganda ang panahon nang buong linggo.
The weather is good today to play.	Maganda ang panahon ngayon para maglaro.
The weather is good today to run.	Maganda ang panahon ngayon para tumakbo.
The weather is warm and sunny.	Ang panahon ay mainit-init at maaraw.
The weights you are lifting are now heavy.	Ang bigat na ng binubuhat mo.
The weird bear announces something.	May sinabi ang kakaibang oso.
The weird bird catches the bird.	Nahuli ng kakaibang ibon ang ibon.
The weird bird has powers.	May kapangyarihan ang kakaibang ibon.
The weird bird infiltrate the base.	Napasok ng kakaibang ibon ang kampo.
The weird bird kills four birds.	Pumatay ang kakaibang ibon ng apat na ibon.
The weird bird kills three birds.	Pumatay ang kakaibang ibon ng tatlong ibon.
The weird bird kills two birds.	Pumatay ang kakaibang ibon ng dalawang ibon.
The weird birds are invincible.	Hindi nasusugatan ng mga mamamatay ibon.
The weird hen catches the hen.	Nahuli ng kakaibang inahin ang inahin.
The weird hen has powers.	May kapangyarihan ang kakaibang inahin.
The weird hen infiltrate the base.	Napasok ng kakaibang inahin ang kampo.
The weird hens are invincible.	Hindi nasusugatan ng mga mamamatay inahin.
The weird sheep are invincible.	Hindi nasusugatan ng mga mamamatay tupa.
The weird sheep catches the sheep.	Nahuli ng kakaibang tupa ang tupa.
The weird sheep has powers.	May kapangyarihan ang kakaibang tupa.
The weird sheep infiltrate the base.	Napasok ng kakaibang tupa ang kampo.
The weird sheep kills four sheep.	Pumatay ang kakaibang tupa ng apat na tupa.
The weird sheep kills two sheep.	Pumatay ang kakaibang tupa ng dalawang tupa.
The whale accepted our offer.	Tinanggap ng balyena ang aming alok.
The whale do not agree with him.	Di ang balyena sang-ayon sa kanya.
The whale feel that something is wrong.	Pakiramdam ng balyena may mali.
The whale fell asleep in class.	Napatulog ang balyena nang klase.
The whale had eaten lunch.	Nakakain na ng tanghalian ang balyena.
The whale heard a strange sound.	May narinig ang balyena ibang tunog.
The whale is eating lunch.	Kumakain ng tanghalian ang balyena.
The whale know that you are a teacher.	Alam ng balyena guro ka.
The whale lost my phone.	Nawala ng balyena ang aking telepono.
The whale lost my watch.	Nawala ng balyena ang relo ng balyena.
The whale must go right away.	Dapat basta umalis na ang balyena.
The whale really do not want you to go.	Ayaw ng balyena talagang umalis ka.
The whale remember that night.	Naalala ng balyena ang gabing iyon.
The whale saved a lot of money.	Marami ang balyena naipong pera.
The whale studied before supper.	Nag-aral ang balyena bago naghapunan.
The whale used to smoke a lot.	Noon malakas ang balyena manigarilyo.
The whale walked toward the park.	Naglakad ang balyena papunta sa parke.
The whale was waiting for a long time.	Naghintay ang balyena nang matagal.
The whale weighs three tons.	Nagtitimbang ng tatlong tonelada ang balyena.
The whale will be back in an hour.	Pabalik ang balyena sa isang oras.
The whales are in favor of your plan.	Pabor ang mga balyena sa plano mo.
The whales did not clap for us.	Di ang mga balyena pumalakpak para sa atin.
The whales do not have a car.	Wala ang mga balyena ng balyenatse.
The whales say that he's still alive.	Sabi ng mga balyena buhay pa siya.
The whales set out on a picnic.	Umalis ang mga balyena para magpiknik.
The whales talked over a cup of coffee.	Nagsalita ang mga balyena nagkakape.
The whales were afraid of you.	Natang balyenat ang mga balyena sa iyo.
The wind calmed down in the evening.	Tumigil ang hangin nang gumabi na.
The wind grew stronger and stronger.	Ang hangin ay lumakas nand lumakas.
The wind is entering from the window.	Pumapasok ang hangin mula sa bintana.
The windows need to be wiped.	Ang bintana ay kailangang mapunasan.
The wolf destroyed that house.	Sinira ng lobo ang bahay na iyon.
The wolf didn't get his joke.	Di ng lobo naintindihan ang biro niya.
The wolf didn't know you had company.	Hindi alam ng lobo na may kasama ka.
The wolf do not agree with him.	Di ang lobo sang-ayon sa kanya.
The wolf do not know how much it cost.	Hindi ng lobo alam kung magkano 'to.
The wolf dream of being in japan.	Ang pangarap ng lobo nasa hapon ang lobo.
The wolf feel like taking a walk.	Parang gusto ng lobo maglakad-lakad.
The wolf fell asleep while reading.	Nakatulog ang lobo nang nagbabasa.
The wolf have nothing to add to that.	Wala ang lobo maiidagdag doon.
The wolf is sweeping the yard.	Ang lobo ay nagwawalis ng bakuran.
The wolf know all their names.	Alam ng lobo ang pangalan ng mga lobo lahat.
The wolf like your mirrors.	Gusto ng lobo ang inyong mga salamin.
The wolf like your way of smiling.	Gusto ng lobo kung paano ka ngumingiti.
The wolf love taking pictures.	Mahilig ang lobo kumuha ng mga litrato.
The wolf made it myself.	Ginawa ng lobo iyon nang sarili ng lobo.
The wolf need more blankets.	Kailangan ng lobo pa ng mga kumot.
The wolf pretended to be asleep.	Ang lobo ay nakgkunwaring matulog.
The wolf read the new York times.	Binasa ng lobo ang new york times.
The wolf shook hands with her.	Nakipagkamayan ang lobo sa kaniya.
The wolf think they must be twins.	Sa tingin ng lobo kambal ang mga lobo.
The wolf used to smoke a lot.	Noon malakas ang lobo manigarilyo.
The wolf want you to tell me the truth.	Sabihin mo sa akin ang katotohanan.
The wolf wants you to do it at once.	Gusto ng lobo gawin mo agad.
The wolves almost killed me.	Muntik na akong patayin ng mga lobo.
The wolves are having breakfast now.	Nag-aalmusal ang mga lobo ngayon.
The wolves did not clap for us.	Di ang mga lobo pumalakpak para sa atin.
The wolves dried themselves in the sun.	Nagbilad ang mga lobo sa araw.
The wolves set out on a picnic.	Umalis ang mga lobo para magpiknik.
The wolves stopped crying.	Ang mga lobo ay tumigil sa pag-iyak.
The wolves vacationed together.	Magkasama ang mga lobo nagbakasyon.
The wolves were playing a game of checkers.	Naglalaro ang mga lobo ng dama.
The wolves will agree on that.	Magsasang-ayon ang mga lobo roon.
The woman was on edge tonight.	ang babae ay mapupuno na ngayong gabi.
the word tribulation is used.	ang salitang kapighatian ay nagamit.
The work begins to get more difficult.	Ang trabaho ay naging mas mahirap.
The work must be completed by tomorrow.	Ang trabaho ay dapat matapos bukas.
The world doesn't revolve around you.	Hindi umiikot ang mundo sayo.
The world doesn't revolve around you.	Hindi umiikot sa'yo ang mundo.
The world doesn't revolve around you.	Hindi umiikot sa iyo ang mundo.
The world doesn't revolve around you.	Ang mundo ay hindi umiikot sa'yo.
The world doesn't revolve around you.	Ang mundo ay hindi umiikot sa iyo.
The world is not safe for bears.	Hindi ligtas ang mundo para sa mga oso.
The world is not safe for goats.	Hindi ligtas ang mundo para sa mga kambing.
The world is ruled by carabaos.	Pinamumunuan ng mga kalabaw ang mundo.
The world is ruled by sharks.	Pinamumunuan ng mga pating ang mundo.
The world is run by ants.	Ang mundo ay pinapatakbo ng mga langgam.
The world is run by bees.	Ang mundo ay pinapatakbo ng mga bubuyog.
The world is run by demons.	Ang mundo ay pinapatakbo ng demonyo.
The world is run by spiders.	Ang mundo ay pinapatakbo ng mga gagamba.
The world was made from nothing.	Mula sa wala, ang mundo ay nilikha.
The worm ate lunch in a hurry.	Nagmamadaling kumain ang uod ng tanghalian.
The worm can't remember his name.	Hindi ng uod maalala ang pangalan niya.
The worm didn't get along with her.	Hindi ng uod kabisado siya.
The worm do not want to miss the plane.	Ayaw ng uod mamis ang eroplano.
The worm does not want to play the violin.	Ayaw tumugtog ng byolin ang uod.
The worm dream of being in japan.	Ang pangarap ng uod nasa hapon ang uod.
The worm have access to his library.	May akses ang uod sa kanyang laybrari.
The worm have seen the picture before.	Nakita ng uod na ang larawan.
The worm have to reply to this letter.	Dapat sumagot ang uod sa sulat na ito.
The worm is laughing at the cat's eyes.	Tinatawanan ng uod ang mata ng pusa.
The worm like studying history.	Gusto ng uod mag-aral ng kasaysayan.
The worm like summer the best.	Pinakagusto ng uod ang tag-init.
The worm like your pair of eyeglasses.	Gusto ng uod ang salamin mo.
The worm love taking pictures.	Mahilig ang uod kumuha ng mga litrato.
The worm made it myself.	Ginawa ng uod iyon nang sarili ng uod.
The worm need more blankets.	Kailangan ng uod pa ng mga kumot.
The worm rarely listen to the radio.	Madalang ang uod makinig sa radyo.
The worm read a book last night.	Nagbasa ang uod ng aklat kagabi.
The worm read the new York times.	Binasa ng uod ang new york times.
The worm see how you study.	Kita ng uod kung paano ka nag-aaral.
The worm showered before breakfast.	Nagdutsa ang uod bago mag-almusal.
The worm think they must be twins.	Sa tingin ng uod kambal ang mga uod.
The worm wanted to go to the concert.	Gusto ng uod sanang pumunta sa concert.
The worm will start after he comes.	Magsisimula ang uod pagdating niya.
The worm's diet consists of grass.	Ang diyeta ng uod ay binubo ng damo.
The worms are having breakfast now.	Nag-aalmusal ang mga uod ngayon.
The worms are in favor of your plan.	Pabor ang mga uod sa plano mo.
The worms are talking about music.	Pinag-uusapan ng mga uod ang musika.
The worms laughed at my idea.	Tinawanan ng mga uod ang ideya ng uod.
The worms say that he's still alive.	Sabi ng mga uod buhay pa siya.
The worms set out on a picnic.	Umalis ang mga uod para magpiknik.
The worms were playing a game of checkers.	Naglalaro ang mga uod ng dama.
The wrestler weighs over 200 kilograms.	Ang wrestler ay tumimbang na 200 kilo.
The wrong turtle won the race.	Ang maling pagong ay ang nanalo ng karera.
Their cat scared away the murderer.	Tinakot ng pusa nila ang mamamatay-tao.
Their cat scared away the thief.	Tinakot ng pusa nila ang magnanakaw.
Their cheating was very obvious.	Halatang-halata ang kanilang pandaraya.
Their exam was not finished.	Hindi natapos ang kanilang pagsusulit.
Their hut is situated in the valley.	Ang kubo nila'y nasa lambak.
Their land was getting invaded.	Ang kanilang lupa ay sinasakop.
Their life begins with murder.	Nagsisimula ang buhay nila sa pagpatay.
Their lifestyle is different from ours.	Ang kanilang pamumuhay ay iba sa amin.
Their proposal is out of the question.	Ang kanilang tanong ay imposible.
Their results are believable.	Kapani-paniwala ang kanilang mga resulta.
Their roof is close to ours.	Ang kanilang bubong ay malapit sa atin.
Their uniforms are very dirty.	Napakarumi ng kanilang uniporme.
Then again, it never has.	Pagkatapos ay muli, ito ay hindi kailanman.
Then cross the road with great caution.	Magdahan-dahan ka sa pagtawid.
Then let us learn together.	Kung gayon, sabay tayong matuto.
Then let us learn together.	Kung gayon, magkasama tayong matuto.
